bus_stop_group,next_bus_stop_group,time_of_day,count_of_events
1001,1002,1900-01-01T04:00:00.000Z,10
1001,1002,1900-01-01T05:00:00.000Z,25
1001,1002,1900-01-01T06:00:00.000Z,39
1001,1002,1900-01-01T07:00:00.000Z,51
1001,1002,1900-01-01T08:00:00.000Z,52
1001,1002,1900-01-01T09:00:00.000Z,41
1001,1002,1900-01-01T10:00:00.000Z,35
1001,1002,1900-01-01T11:00:00.000Z,35
1001,1002,1900-01-01T12:00:00.000Z,35
1001,1002,1900-01-01T13:00:00.000Z,35
1001,1002,1900-01-01T14:00:00.000Z,46
1001,1002,1900-01-01T15:00:00.000Z,51
1001,1002,1900-01-01T16:00:00.000Z,54
1001,1002,1900-01-01T17:00:00.000Z,48
1001,1002,1900-01-01T18:00:00.000Z,40
1001,1002,1900-01-01T19:00:00.000Z,35
1001,1002,1900-01-01T20:00:00.000Z,17
1001,1002,1900-01-01T21:00:00.000Z,12
1001,1002,1900-01-01T22:00:00.000Z,12
1001,1003,1900-01-01T05:00:00.000Z,8
1001,1003,1900-01-01T06:00:00.000Z,8
1001,1003,1900-01-01T07:00:00.000Z,8
1001,1003,1900-01-01T08:00:00.000Z,8
1001,1003,1900-01-01T09:00:00.000Z,8
1001,1003,1900-01-01T10:00:00.000Z,8
1001,1003,1900-01-01T11:00:00.000Z,8
1001,1003,1900-01-01T12:00:00.000Z,8
1001,1003,1900-01-01T13:00:00.000Z,8
1001,1003,1900-01-01T14:00:00.000Z,8
1001,1003,1900-01-01T15:00:00.000Z,8
1001,1003,1900-01-01T16:00:00.000Z,8
1001,1003,1900-01-01T17:00:00.000Z,8
1001,1003,1900-01-01T18:00:00.000Z,8
1001,1003,1900-01-01T19:00:00.000Z,8
1001,1003,1900-01-01T20:00:00.000Z,8
1001,1003,1900-01-01T21:00:00.000Z,8
1001,1003,1900-01-01T22:00:00.000Z,4
1001,1003,1900-01-01T23:00:00.000Z,4
1001,1028,1900-01-01T05:00:00.000Z,10
1001,1028,1900-01-01T06:00:00.000Z,27
1001,1028,1900-01-01T07:00:00.000Z,39
1001,1028,1900-01-01T08:00:00.000Z,45
1001,1028,1900-01-01T09:00:00.000Z,36
1001,1028,1900-01-01T10:00:00.000Z,30
1001,1028,1900-01-01T11:00:00.000Z,30
1001,1028,1900-01-01T12:00:00.000Z,30
1001,1028,1900-01-01T13:00:00.000Z,30
1001,1028,1900-01-01T14:00:00.000Z,30
1001,1028,1900-01-01T15:00:00.000Z,42
1001,1028,1900-01-01T16:00:00.000Z,45
1001,1028,1900-01-01T17:00:00.000Z,45
1001,1028,1900-01-01T18:00:00.000Z,39
1001,1028,1900-01-01T19:00:00.000Z,30
1001,1028,1900-01-01T20:00:00.000Z,24
1001,1028,1900-01-01T21:00:00.000Z,9
1001,1028,1900-01-01T22:00:00.000Z,9
1001,1028,1900-01-01T23:00:00.000Z,6
1001,2001,1900-01-01T03:00:00.000Z,1
1001,2001,1900-01-01T04:00:00.000Z,5
1001,2001,1900-01-01T05:00:00.000Z,6
1001,2001,1900-01-01T06:00:00.000Z,8
1001,2001,1900-01-01T07:00:00.000Z,8
1001,2001,1900-01-01T08:00:00.000Z,8
1001,2001,1900-01-01T09:00:00.000Z,8
1001,2001,1900-01-01T10:00:00.000Z,6
1001,2001,1900-01-01T11:00:00.000Z,6
1001,2001,1900-01-01T12:00:00.000Z,6
1001,2001,1900-01-01T13:00:00.000Z,6
1001,2001,1900-01-01T14:00:00.000Z,9
1001,2001,1900-01-01T15:00:00.000Z,8
1001,2001,1900-01-01T16:00:00.000Z,8
1001,2001,1900-01-01T17:00:00.000Z,8
1001,2001,1900-01-01T18:00:00.000Z,8
1001,2001,1900-01-01T19:00:00.000Z,6
1001,2001,1900-01-01T20:00:00.000Z,6
1001,2001,1900-01-01T21:00:00.000Z,4
1001,2001,1900-01-01T22:00:00.000Z,4
1001,2001,1900-01-01T23:00:00.000Z,2
1002,1001,1900-01-01T03:00:00.000Z,1
1002,1001,1900-01-01T04:00:00.000Z,2
1002,1001,1900-01-01T05:00:00.000Z,9
1002,1001,1900-01-01T06:00:00.000Z,21
1002,1001,1900-01-01T07:00:00.000Z,29
1002,1001,1900-01-01T08:00:00.000Z,29
1002,1001,1900-01-01T09:00:00.000Z,26
1002,1001,1900-01-01T10:00:00.000Z,21
1002,1001,1900-01-01T11:00:00.000Z,21
1002,1001,1900-01-01T12:00:00.000Z,21
1002,1001,1900-01-01T13:00:00.000Z,21
1002,1001,1900-01-01T14:00:00.000Z,23
1002,1001,1900-01-01T15:00:00.000Z,32
1002,1001,1900-01-01T16:00:00.000Z,29
1002,1001,1900-01-01T17:00:00.000Z,32
1002,1001,1900-01-01T18:00:00.000Z,26
1002,1001,1900-01-01T19:00:00.000Z,21
1002,1001,1900-01-01T20:00:00.000Z,18
1002,1001,1900-01-01T21:00:00.000Z,4
1002,1001,1900-01-01T22:00:00.000Z,4
1002,1001,1900-01-01T23:00:00.000Z,2
1002,1003,1900-01-01T04:00:00.000Z,11
1002,1003,1900-01-01T05:00:00.000Z,25
1002,1003,1900-01-01T06:00:00.000Z,39
1002,1003,1900-01-01T07:00:00.000Z,56
1002,1003,1900-01-01T08:00:00.000Z,56
1002,1003,1900-01-01T09:00:00.000Z,38
1002,1003,1900-01-01T10:00:00.000Z,35
1002,1003,1900-01-01T11:00:00.000Z,35
1002,1003,1900-01-01T12:00:00.000Z,35
1002,1003,1900-01-01T13:00:00.000Z,35
1002,1003,1900-01-01T14:00:00.000Z,51
1002,1003,1900-01-01T15:00:00.000Z,53
1002,1003,1900-01-01T16:00:00.000Z,60
1002,1003,1900-01-01T17:00:00.000Z,50
1002,1003,1900-01-01T18:00:00.000Z,42
1002,1003,1900-01-01T19:00:00.000Z,35
1002,1003,1900-01-01T20:00:00.000Z,20
1002,1003,1900-01-01T21:00:00.000Z,12
1002,1003,1900-01-01T22:00:00.000Z,12
1003,1002,1900-01-01T03:00:00.000Z,1
1003,1002,1900-01-01T04:00:00.000Z,2
1003,1002,1900-01-01T05:00:00.000Z,3
1003,1002,1900-01-01T06:00:00.000Z,15
1003,1002,1900-01-01T07:00:00.000Z,21
1003,1002,1900-01-01T08:00:00.000Z,21
1003,1002,1900-01-01T09:00:00.000Z,18
1003,1002,1900-01-01T10:00:00.000Z,15
1003,1002,1900-01-01T11:00:00.000Z,15
1003,1002,1900-01-01T12:00:00.000Z,15
1003,1002,1900-01-01T13:00:00.000Z,15
1003,1002,1900-01-01T14:00:00.000Z,15
1003,1002,1900-01-01T15:00:00.000Z,24
1003,1002,1900-01-01T16:00:00.000Z,21
1003,1002,1900-01-01T17:00:00.000Z,24
1003,1002,1900-01-01T18:00:00.000Z,18
1003,1002,1900-01-01T19:00:00.000Z,15
1003,1002,1900-01-01T20:00:00.000Z,12
1003,1003,1900-01-01T06:00:00.000Z,3
1003,1003,1900-01-01T07:00:00.000Z,3
1003,1003,1900-01-01T08:00:00.000Z,3
1003,1003,1900-01-01T14:00:00.000Z,2
1003,1003,1900-01-01T15:00:00.000Z,4
1003,1003,1900-01-01T16:00:00.000Z,4
1003,1003,1900-01-01T17:00:00.000Z,4
1003,1003,1900-01-01T18:00:00.000Z,3
1003,1004,1900-01-01T04:00:00.000Z,4
1003,1004,1900-01-01T05:00:00.000Z,10
1003,1004,1900-01-01T06:00:00.000Z,10
1003,1004,1900-01-01T07:00:00.000Z,16
1003,1004,1900-01-01T08:00:00.000Z,14
1003,1004,1900-01-01T09:00:00.000Z,10
1003,1004,1900-01-01T10:00:00.000Z,10
1003,1004,1900-01-01T11:00:00.000Z,10
1003,1004,1900-01-01T12:00:00.000Z,10
1003,1004,1900-01-01T13:00:00.000Z,10
1003,1004,1900-01-01T14:00:00.000Z,12
1003,1004,1900-01-01T15:00:00.000Z,16
1003,1004,1900-01-01T16:00:00.000Z,14
1003,1004,1900-01-01T17:00:00.000Z,16
1003,1004,1900-01-01T18:00:00.000Z,12
1003,1004,1900-01-01T19:00:00.000Z,10
1003,1004,1900-01-01T20:00:00.000Z,8
1003,1004,1900-01-01T21:00:00.000Z,6
1003,1004,1900-01-01T22:00:00.000Z,6
1003,1005,1900-01-01T05:00:00.000Z,1
1003,1052,1900-01-01T00:00:00.000Z,2
1003,1052,1900-01-01T01:00:00.000Z,2
1003,1052,1900-01-01T02:00:00.000Z,2
1003,1052,1900-01-01T04:00:00.000Z,1
1003,1054,1900-01-01T04:00:00.000Z,3
1003,1054,1900-01-01T05:00:00.000Z,12
1003,1054,1900-01-01T06:00:00.000Z,12
1003,1054,1900-01-01T07:00:00.000Z,12
1003,1054,1900-01-01T08:00:00.000Z,12
1003,1054,1900-01-01T09:00:00.000Z,12
1003,1054,1900-01-01T10:00:00.000Z,12
1003,1054,1900-01-01T11:00:00.000Z,12
1003,1054,1900-01-01T12:00:00.000Z,12
1003,1054,1900-01-01T13:00:00.000Z,12
1003,1054,1900-01-01T14:00:00.000Z,12
1003,1054,1900-01-01T15:00:00.000Z,12
1003,1054,1900-01-01T16:00:00.000Z,12
1003,1054,1900-01-01T17:00:00.000Z,12
1003,1054,1900-01-01T18:00:00.000Z,12
1003,1054,1900-01-01T19:00:00.000Z,12
1003,1054,1900-01-01T20:00:00.000Z,12
1003,1054,1900-01-01T21:00:00.000Z,12
1003,1054,1900-01-01T22:00:00.000Z,6
1003,1054,1900-01-01T23:00:00.000Z,6
1003,1066,1900-01-01T04:00:00.000Z,12
1003,1066,1900-01-01T05:00:00.000Z,26
1003,1066,1900-01-01T06:00:00.000Z,39
1003,1066,1900-01-01T07:00:00.000Z,59
1003,1066,1900-01-01T08:00:00.000Z,61
1003,1066,1900-01-01T09:00:00.000Z,49
1003,1066,1900-01-01T10:00:00.000Z,40
1003,1066,1900-01-01T11:00:00.000Z,40
1003,1066,1900-01-01T12:00:00.000Z,40
1003,1066,1900-01-01T13:00:00.000Z,40
1003,1066,1900-01-01T14:00:00.000Z,50
1003,1066,1900-01-01T15:00:00.000Z,59
1003,1066,1900-01-01T16:00:00.000Z,61
1003,1066,1900-01-01T17:00:00.000Z,56
1003,1066,1900-01-01T18:00:00.000Z,48
1003,1066,1900-01-01T19:00:00.000Z,40
1003,1066,1900-01-01T20:00:00.000Z,24
1003,1066,1900-01-01T21:00:00.000Z,15
1003,1066,1900-01-01T22:00:00.000Z,15
1003,1066,1900-01-01T23:00:00.000Z,3
1003,1067,1900-01-01T05:00:00.000Z,1
1003,1163,1900-01-01T05:00:00.000Z,2
1003,1163,1900-01-01T06:00:00.000Z,4
1003,1163,1900-01-01T07:00:00.000Z,4
1003,1163,1900-01-01T08:00:00.000Z,4
1003,1163,1900-01-01T09:00:00.000Z,4
1003,1163,1900-01-01T10:00:00.000Z,4
1003,1163,1900-01-01T11:00:00.000Z,4
1003,1163,1900-01-01T12:00:00.000Z,4
1003,1163,1900-01-01T13:00:00.000Z,4
1003,1163,1900-01-01T14:00:00.000Z,4
1003,1163,1900-01-01T15:00:00.000Z,4
1003,1163,1900-01-01T16:00:00.000Z,4
1003,1163,1900-01-01T17:00:00.000Z,4
1003,1163,1900-01-01T18:00:00.000Z,4
1003,1163,1900-01-01T19:00:00.000Z,4
1003,1163,1900-01-01T20:00:00.000Z,4
1003,1163,1900-01-01T21:00:00.000Z,4
1004,1005,1900-01-01T04:00:00.000Z,4
1004,1005,1900-01-01T05:00:00.000Z,10
1004,1005,1900-01-01T06:00:00.000Z,10
1004,1005,1900-01-01T07:00:00.000Z,16
1004,1005,1900-01-01T08:00:00.000Z,14
1004,1005,1900-01-01T09:00:00.000Z,10
1004,1005,1900-01-01T10:00:00.000Z,10
1004,1005,1900-01-01T11:00:00.000Z,10
1004,1005,1900-01-01T12:00:00.000Z,10
1004,1005,1900-01-01T13:00:00.000Z,10
1004,1005,1900-01-01T14:00:00.000Z,12
1004,1005,1900-01-01T15:00:00.000Z,16
1004,1005,1900-01-01T16:00:00.000Z,14
1004,1005,1900-01-01T17:00:00.000Z,16
1004,1005,1900-01-01T18:00:00.000Z,12
1004,1005,1900-01-01T19:00:00.000Z,10
1004,1005,1900-01-01T20:00:00.000Z,8
1004,1005,1900-01-01T21:00:00.000Z,6
1004,1005,1900-01-01T22:00:00.000Z,6
1005,1005,1900-01-01T04:00:00.000Z,1
1005,1005,1900-01-01T05:00:00.000Z,4
1005,1005,1900-01-01T06:00:00.000Z,3
1005,1005,1900-01-01T07:00:00.000Z,4
1005,1005,1900-01-01T08:00:00.000Z,4
1005,1005,1900-01-01T09:00:00.000Z,3
1005,1005,1900-01-01T10:00:00.000Z,3
1005,1005,1900-01-01T11:00:00.000Z,3
1005,1005,1900-01-01T12:00:00.000Z,4
1005,1005,1900-01-01T13:00:00.000Z,3
1005,1005,1900-01-01T14:00:00.000Z,4
1005,1005,1900-01-01T15:00:00.000Z,4
1005,1005,1900-01-01T16:00:00.000Z,4
1005,1005,1900-01-01T17:00:00.000Z,4
1005,1005,1900-01-01T18:00:00.000Z,4
1005,1005,1900-01-01T19:00:00.000Z,3
1005,1005,1900-01-01T20:00:00.000Z,2
1005,1005,1900-01-01T21:00:00.000Z,2
1005,1005,1900-01-01T22:00:00.000Z,1
1005,1006,1900-01-01T04:00:00.000Z,4
1005,1006,1900-01-01T05:00:00.000Z,10
1005,1006,1900-01-01T06:00:00.000Z,10
1005,1006,1900-01-01T07:00:00.000Z,16
1005,1006,1900-01-01T08:00:00.000Z,14
1005,1006,1900-01-01T09:00:00.000Z,10
1005,1006,1900-01-01T10:00:00.000Z,10
1005,1006,1900-01-01T11:00:00.000Z,10
1005,1006,1900-01-01T12:00:00.000Z,10
1005,1006,1900-01-01T13:00:00.000Z,10
1005,1006,1900-01-01T14:00:00.000Z,12
1005,1006,1900-01-01T15:00:00.000Z,16
1005,1006,1900-01-01T16:00:00.000Z,14
1005,1006,1900-01-01T17:00:00.000Z,16
1005,1006,1900-01-01T18:00:00.000Z,12
1005,1006,1900-01-01T19:00:00.000Z,10
1005,1006,1900-01-01T20:00:00.000Z,8
1005,1006,1900-01-01T21:00:00.000Z,6
1005,1006,1900-01-01T22:00:00.000Z,6
1005,1066,1900-01-01T05:00:00.000Z,1
1005,1074,1900-01-01T04:00:00.000Z,1
1005,1074,1900-01-01T05:00:00.000Z,3
1005,1074,1900-01-01T06:00:00.000Z,3
1005,1074,1900-01-01T07:00:00.000Z,4
1005,1074,1900-01-01T08:00:00.000Z,4
1005,1074,1900-01-01T09:00:00.000Z,3
1005,1074,1900-01-01T10:00:00.000Z,3
1005,1074,1900-01-01T11:00:00.000Z,3
1005,1074,1900-01-01T12:00:00.000Z,4
1005,1074,1900-01-01T13:00:00.000Z,3
1005,1074,1900-01-01T14:00:00.000Z,4
1005,1074,1900-01-01T15:00:00.000Z,4
1005,1074,1900-01-01T16:00:00.000Z,4
1005,1074,1900-01-01T17:00:00.000Z,4
1005,1074,1900-01-01T18:00:00.000Z,4
1005,1074,1900-01-01T19:00:00.000Z,3
1005,1074,1900-01-01T20:00:00.000Z,2
1005,1074,1900-01-01T21:00:00.000Z,2
1005,1074,1900-01-01T22:00:00.000Z,1
1006,1006,1900-01-01T00:00:00.000Z,1
1006,1006,1900-01-01T01:00:00.000Z,1
1006,1006,1900-01-01T02:00:00.000Z,1
1006,1006,1900-01-01T03:00:00.000Z,1
1006,1006,1900-01-01T04:00:00.000Z,15
1006,1006,1900-01-01T05:00:00.000Z,47
1006,1006,1900-01-01T06:00:00.000Z,64
1006,1006,1900-01-01T07:00:00.000Z,86
1006,1006,1900-01-01T08:00:00.000Z,88
1006,1006,1900-01-01T09:00:00.000Z,73
1006,1006,1900-01-01T10:00:00.000Z,55
1006,1006,1900-01-01T11:00:00.000Z,55
1006,1006,1900-01-01T12:00:00.000Z,55
1006,1006,1900-01-01T13:00:00.000Z,55
1006,1006,1900-01-01T14:00:00.000Z,66
1006,1006,1900-01-01T15:00:00.000Z,77
1006,1006,1900-01-01T16:00:00.000Z,88
1006,1006,1900-01-01T17:00:00.000Z,59
1006,1006,1900-01-01T18:00:00.000Z,77
1006,1006,1900-01-01T19:00:00.000Z,37
1006,1006,1900-01-01T20:00:00.000Z,62
1006,1006,1900-01-01T21:00:00.000Z,51
1006,1006,1900-01-01T22:00:00.000Z,51
1006,1006,1900-01-01T23:00:00.000Z,19
1006,1075,1900-01-01T00:00:00.000Z,1
1006,1075,1900-01-01T01:00:00.000Z,1
1006,1075,1900-01-01T02:00:00.000Z,1
1006,1075,1900-01-01T03:00:00.000Z,1
1006,1075,1900-01-01T04:00:00.000Z,11
1006,1075,1900-01-01T05:00:00.000Z,37
1006,1075,1900-01-01T06:00:00.000Z,54
1006,1075,1900-01-01T07:00:00.000Z,72
1006,1075,1900-01-01T08:00:00.000Z,72
1006,1075,1900-01-01T09:00:00.000Z,54
1006,1075,1900-01-01T10:00:00.000Z,45
1006,1075,1900-01-01T11:00:00.000Z,45
1006,1075,1900-01-01T12:00:00.000Z,45
1006,1075,1900-01-01T13:00:00.000Z,45
1006,1075,1900-01-01T14:00:00.000Z,63
1006,1075,1900-01-01T15:00:00.000Z,63
1006,1075,1900-01-01T16:00:00.000Z,72
1006,1075,1900-01-01T17:00:00.000Z,45
1006,1075,1900-01-01T18:00:00.000Z,54
1006,1075,1900-01-01T19:00:00.000Z,36
1006,1075,1900-01-01T20:00:00.000Z,54
1006,1075,1900-01-01T21:00:00.000Z,45
1006,1075,1900-01-01T22:00:00.000Z,45
1006,1075,1900-01-01T23:00:00.000Z,19
1006,1164,1900-01-01T04:00:00.000Z,4
1006,1164,1900-01-01T05:00:00.000Z,10
1006,1164,1900-01-01T06:00:00.000Z,10
1006,1164,1900-01-01T07:00:00.000Z,14
1006,1164,1900-01-01T08:00:00.000Z,16
1006,1164,1900-01-01T09:00:00.000Z,10
1006,1164,1900-01-01T10:00:00.000Z,10
1006,1164,1900-01-01T11:00:00.000Z,10
1006,1164,1900-01-01T12:00:00.000Z,10
1006,1164,1900-01-01T13:00:00.000Z,10
1006,1164,1900-01-01T14:00:00.000Z,12
1006,1164,1900-01-01T15:00:00.000Z,14
1006,1164,1900-01-01T16:00:00.000Z,16
1006,1164,1900-01-01T17:00:00.000Z,14
1006,1164,1900-01-01T18:00:00.000Z,14
1006,1164,1900-01-01T19:00:00.000Z,10
1006,1164,1900-01-01T20:00:00.000Z,8
1006,1164,1900-01-01T21:00:00.000Z,6
1006,1164,1900-01-01T22:00:00.000Z,6
1013,1013,1900-01-01T04:00:00.000Z,1
1013,1013,1900-01-01T05:00:00.000Z,2
1013,1013,1900-01-01T06:00:00.000Z,3
1013,1013,1900-01-01T07:00:00.000Z,2
1013,1013,1900-01-01T08:00:00.000Z,2
1013,1013,1900-01-01T09:00:00.000Z,2
1013,1013,1900-01-01T10:00:00.000Z,2
1013,1013,1900-01-01T11:00:00.000Z,2
1013,1013,1900-01-01T12:00:00.000Z,2
1013,1013,1900-01-01T13:00:00.000Z,2
1013,1013,1900-01-01T14:00:00.000Z,2
1013,1013,1900-01-01T15:00:00.000Z,2
1013,1013,1900-01-01T16:00:00.000Z,2
1013,1013,1900-01-01T17:00:00.000Z,2
1013,1013,1900-01-01T18:00:00.000Z,2
1013,1013,1900-01-01T19:00:00.000Z,2
1013,1013,1900-01-01T20:00:00.000Z,2
1013,1013,1900-01-01T21:00:00.000Z,2
1013,1013,1900-01-01T22:00:00.000Z,1
1013,1015,1900-01-01T04:00:00.000Z,1
1013,1015,1900-01-01T05:00:00.000Z,2
1013,1015,1900-01-01T06:00:00.000Z,2
1013,1015,1900-01-01T07:00:00.000Z,3
1013,1015,1900-01-01T08:00:00.000Z,2
1013,1015,1900-01-01T09:00:00.000Z,2
1013,1015,1900-01-01T10:00:00.000Z,2
1013,1015,1900-01-01T11:00:00.000Z,2
1013,1015,1900-01-01T12:00:00.000Z,2
1013,1015,1900-01-01T13:00:00.000Z,2
1013,1015,1900-01-01T14:00:00.000Z,2
1013,1015,1900-01-01T15:00:00.000Z,2
1013,1015,1900-01-01T16:00:00.000Z,2
1013,1015,1900-01-01T17:00:00.000Z,2
1013,1015,1900-01-01T18:00:00.000Z,2
1013,1015,1900-01-01T19:00:00.000Z,2
1013,1015,1900-01-01T20:00:00.000Z,2
1013,1015,1900-01-01T21:00:00.000Z,2
1013,1015,1900-01-01T22:00:00.000Z,1
1013,1159,1900-01-01T22:00:00.000Z,4
1013,1159,1900-01-01T23:00:00.000Z,4
1013,6133,1900-01-01T05:00:00.000Z,4
1013,6133,1900-01-01T06:00:00.000Z,3
1013,6133,1900-01-01T07:00:00.000Z,4
1013,6133,1900-01-01T08:00:00.000Z,4
1013,6133,1900-01-01T09:00:00.000Z,3
1013,6133,1900-01-01T14:00:00.000Z,4
1013,6133,1900-01-01T15:00:00.000Z,4
1013,6133,1900-01-01T16:00:00.000Z,4
1013,6133,1900-01-01T17:00:00.000Z,4
1013,6133,1900-01-01T18:00:00.000Z,4
1013,6133,1900-01-01T19:00:00.000Z,4
1013,6133,1900-01-01T20:00:00.000Z,3
1015,1016,1900-01-01T04:00:00.000Z,1
1015,1016,1900-01-01T05:00:00.000Z,2
1015,1016,1900-01-01T06:00:00.000Z,2
1015,1016,1900-01-01T07:00:00.000Z,3
1015,1016,1900-01-01T08:00:00.000Z,2
1015,1016,1900-01-01T09:00:00.000Z,2
1015,1016,1900-01-01T10:00:00.000Z,2
1015,1016,1900-01-01T11:00:00.000Z,2
1015,1016,1900-01-01T12:00:00.000Z,2
1015,1016,1900-01-01T13:00:00.000Z,2
1015,1016,1900-01-01T14:00:00.000Z,2
1015,1016,1900-01-01T15:00:00.000Z,2
1015,1016,1900-01-01T16:00:00.000Z,2
1015,1016,1900-01-01T17:00:00.000Z,2
1015,1016,1900-01-01T18:00:00.000Z,2
1015,1016,1900-01-01T19:00:00.000Z,2
1015,1016,1900-01-01T20:00:00.000Z,2
1015,1016,1900-01-01T21:00:00.000Z,2
1015,1016,1900-01-01T22:00:00.000Z,1
1016,1571,1900-01-01T04:00:00.000Z,1
1016,1571,1900-01-01T05:00:00.000Z,2
1016,1571,1900-01-01T06:00:00.000Z,2
1016,1571,1900-01-01T07:00:00.000Z,3
1016,1571,1900-01-01T08:00:00.000Z,2
1016,1571,1900-01-01T09:00:00.000Z,2
1016,1571,1900-01-01T10:00:00.000Z,2
1016,1571,1900-01-01T11:00:00.000Z,2
1016,1571,1900-01-01T12:00:00.000Z,2
1016,1571,1900-01-01T13:00:00.000Z,2
1016,1571,1900-01-01T14:00:00.000Z,2
1016,1571,1900-01-01T15:00:00.000Z,2
1016,1571,1900-01-01T16:00:00.000Z,2
1016,1571,1900-01-01T17:00:00.000Z,2
1016,1571,1900-01-01T18:00:00.000Z,2
1016,1571,1900-01-01T19:00:00.000Z,2
1016,1571,1900-01-01T20:00:00.000Z,2
1016,1571,1900-01-01T21:00:00.000Z,2
1016,1571,1900-01-01T22:00:00.000Z,1
1016,6133,1900-01-01T05:00:00.000Z,3
1016,6133,1900-01-01T06:00:00.000Z,3
1016,6133,1900-01-01T07:00:00.000Z,3
1016,6133,1900-01-01T08:00:00.000Z,3
1016,6133,1900-01-01T09:00:00.000Z,4
1016,6133,1900-01-01T10:00:00.000Z,3
1016,6133,1900-01-01T11:00:00.000Z,3
1016,6133,1900-01-01T12:00:00.000Z,3
1016,6133,1900-01-01T13:00:00.000Z,3
1016,6133,1900-01-01T14:00:00.000Z,3
1016,6133,1900-01-01T15:00:00.000Z,2
1016,6133,1900-01-01T16:00:00.000Z,3
1016,6133,1900-01-01T17:00:00.000Z,3
1016,6133,1900-01-01T18:00:00.000Z,3
1016,6133,1900-01-01T19:00:00.000Z,3
1016,6133,1900-01-01T20:00:00.000Z,3
1016,6133,1900-01-01T21:00:00.000Z,2
1016,6133,1900-01-01T22:00:00.000Z,1
1017,1016,1900-01-01T05:00:00.000Z,3
1017,1016,1900-01-01T06:00:00.000Z,3
1017,1016,1900-01-01T07:00:00.000Z,3
1017,1016,1900-01-01T08:00:00.000Z,4
1017,1016,1900-01-01T09:00:00.000Z,3
1017,1016,1900-01-01T10:00:00.000Z,3
1017,1016,1900-01-01T11:00:00.000Z,3
1017,1016,1900-01-01T12:00:00.000Z,3
1017,1016,1900-01-01T13:00:00.000Z,3
1017,1016,1900-01-01T14:00:00.000Z,3
1017,1016,1900-01-01T15:00:00.000Z,3
1017,1016,1900-01-01T16:00:00.000Z,2
1017,1016,1900-01-01T17:00:00.000Z,3
1017,1016,1900-01-01T18:00:00.000Z,3
1017,1016,1900-01-01T19:00:00.000Z,4
1017,1016,1900-01-01T20:00:00.000Z,2
1017,1016,1900-01-01T21:00:00.000Z,2
1017,1016,1900-01-01T22:00:00.000Z,1
1017,1124,1900-01-01T05:00:00.000Z,5
1017,1124,1900-01-01T06:00:00.000Z,10
1017,1124,1900-01-01T07:00:00.000Z,10
1017,1124,1900-01-01T08:00:00.000Z,10
1017,1124,1900-01-01T09:00:00.000Z,10
1017,1124,1900-01-01T10:00:00.000Z,10
1017,1124,1900-01-01T11:00:00.000Z,10
1017,1124,1900-01-01T12:00:00.000Z,10
1017,1124,1900-01-01T13:00:00.000Z,10
1017,1124,1900-01-01T14:00:00.000Z,10
1017,1124,1900-01-01T15:00:00.000Z,10
1017,1124,1900-01-01T16:00:00.000Z,10
1017,1124,1900-01-01T17:00:00.000Z,10
1017,1124,1900-01-01T18:00:00.000Z,10
1017,1124,1900-01-01T19:00:00.000Z,10
1017,1124,1900-01-01T20:00:00.000Z,10
1017,1124,1900-01-01T21:00:00.000Z,10
1018,1017,1900-01-01T05:00:00.000Z,8
1018,1017,1900-01-01T06:00:00.000Z,19
1018,1017,1900-01-01T07:00:00.000Z,8
1018,1017,1900-01-01T08:00:00.000Z,13
1018,1017,1900-01-01T09:00:00.000Z,13
1018,1017,1900-01-01T10:00:00.000Z,13
1018,1017,1900-01-01T11:00:00.000Z,13
1018,1017,1900-01-01T12:00:00.000Z,13
1018,1017,1900-01-01T13:00:00.000Z,13
1018,1017,1900-01-01T14:00:00.000Z,13
1018,1017,1900-01-01T15:00:00.000Z,13
1018,1017,1900-01-01T16:00:00.000Z,12
1018,1017,1900-01-01T17:00:00.000Z,13
1018,1017,1900-01-01T18:00:00.000Z,13
1018,1017,1900-01-01T19:00:00.000Z,14
1018,1017,1900-01-01T20:00:00.000Z,12
1018,1017,1900-01-01T21:00:00.000Z,12
1018,1017,1900-01-01T22:00:00.000Z,1
1018,1102,1900-01-01T05:00:00.000Z,2
1018,1102,1900-01-01T06:00:00.000Z,6
1018,1102,1900-01-01T07:00:00.000Z,2
1018,1102,1900-01-01T13:00:00.000Z,2
1018,1102,1900-01-01T14:00:00.000Z,4
1018,1102,1900-01-01T15:00:00.000Z,2
1018,1102,1900-01-01T21:00:00.000Z,2
1019,1018,1900-01-01T05:00:00.000Z,5
1019,1018,1900-01-01T06:00:00.000Z,15
1019,1018,1900-01-01T07:00:00.000Z,5
1019,1018,1900-01-01T08:00:00.000Z,10
1019,1018,1900-01-01T09:00:00.000Z,10
1019,1018,1900-01-01T10:00:00.000Z,10
1019,1018,1900-01-01T11:00:00.000Z,10
1019,1018,1900-01-01T12:00:00.000Z,10
1019,1018,1900-01-01T13:00:00.000Z,10
1019,1018,1900-01-01T14:00:00.000Z,10
1019,1018,1900-01-01T15:00:00.000Z,10
1019,1018,1900-01-01T16:00:00.000Z,10
1019,1018,1900-01-01T17:00:00.000Z,10
1019,1018,1900-01-01T18:00:00.000Z,10
1019,1018,1900-01-01T19:00:00.000Z,10
1019,1018,1900-01-01T20:00:00.000Z,10
1019,1018,1900-01-01T21:00:00.000Z,10
1020,1018,1900-01-01T04:00:00.000Z,1
1020,1018,1900-01-01T05:00:00.000Z,3
1020,1018,1900-01-01T06:00:00.000Z,3
